1;1;1
2;2;28
3;5;96
4;5;81
4;2;36
4;2;22
4;4;74
4;2;23
4;1;6
4;6;118
4;3;50
4;1;18
4;5;89
4;1;12
4;2;31
4;6;117
4;6;102
4;2;34
4;3;60
5;3;52
5;1;16
5;4;79
5;2;30
5;1;10
5;3;55
5;4;77
5;5;83
5;6;101
5;2;34
5;2;39
5;1;1
5;3;44
5;2;24
5;5;92
5;2;22
6;4;66
6;5;85
7;2;26
8;1;17
8;1;9
8;6;106
8;5;85
8;6;103
8;4;79
8;4;80
8;6;109
8;6;101
8;6;117
8;3;57
8;3;52
8;4;67
8;2;30
8;3;48
8;5;84
